id,times,textString,startTime,endTime,fromSeconds,toSeconds,timeLength
1,"00:01:53,400 --> 00:01:54,434",- Yeah?,"00:01:53,400","00:01:54,434",113.4,114.434,1.0339999999999918
2,"00:01:54,454 --> 00:01:55,488",- Porco Rosso!,"00:01:54,454","00:01:55,488",114.454,115.488,1.034000000000006
3,"00:01:55,500 --> 00:01:57,969",The Mamma Aiutos are on the move!,"00:01:55,500","00:01:57,969",115.5,117.969,2.468999999999994
4,"00:01:57,970 --> 00:01:59,799",The Mamma Aiutos?,"00:01:57,970","00:01:59,799",117.97,119.799,1.8290000000000077
5,"00:01:59,800 --> 00:02:02,299","I don't work cheap, you know.","00:01:59,800","00:02:02,299",119.8,122.299,2.4990000000000094
6,"00:02:02,300 --> 00:02:06,069",They're after a boat out of Venice carrying a mine payroll.,"00:02:02,300","00:02:06,069",122.3,126.069,3.7690000000000055
7,"00:02:06,070 --> 00:02:07,209",Is that all?,"00:02:06,070","00:02:07,209",126.07,127.209,1.13900000000001
8,"00:02:07,220 --> 00:02:10,000","Uh, no...","00:02:07,220","00:02:10,000",127.22,130,2.780000000000001
9,"00:02:10,020 --> 00:02:12,800",There's a girls'-school tour aboard.,"00:02:10,020","00:02:12,800",130.02,132.8,2.780000000000001
10,"00:02:12,890 --> 00:02:14,950",- That'll cost you.,"00:02:12,890","00:02:14,950",132.89,134.95,2.0600000000000023
11,"00:02:14,970 --> 00:02:17,030",- We'll pay Section 14-3 rates.,"00:02:14,970","00:02:17,030",134.97,137.03,2.0600000000000023
12,"00:02:17,120 --> 00:02:21,889","And 14-4, too.","00:02:17,120","00:02:21,889",137.12,141.889,4.7690000000000055
13,"00:02:21,890 --> 00:02:23,319",Heave to!,"00:02:21,890","00:02:23,319",141.89,143.319,1.429000000000002
14,"00:02:23,320 --> 00:02:26,029",Heave to or we sink you!,"00:02:23,320","00:02:26,029",143.32,146.029,2.709000000000003
15,"00:02:26,040 --> 00:02:27,119",Wow!,"00:02:26,040","00:02:27,119",146.04,147.119,1.0790000000000077
16,"00:02:27,139 --> 00:02:28,218",Pirates!,"00:02:27,139","00:02:28,218",147.139,148.218,1.0789999999999793
17,"00:02:28,230 --> 00:02:35,860",Not just 'pirates'! 'Air pirates'!,"00:02:28,230","00:02:35,860",148.23,155.86,7.630000000000024
18,"00:02:57,690 --> 00:03:05,390",Time for an overhaul...,"00:02:57,690","00:03:05,390",177.69,185.39,7.699999999999989
19,"00:03:32,300 --> 00:03:33,635",- Are you bad guys?,"00:03:32,300","00:03:33,635",212.3,213.635,1.3349999999999795
20,"00:03:33,655 --> 00:03:34,990",- Yep.,"00:03:33,655","00:03:34,990",213.655,214.99,1.335000000000008
