id,times,textString,startTime,endTime,fromSeconds,toSeconds,timeLength
1,"00:04:38,478 --> 00:06:51,535","The Beginning PONYO ON THE CLIFF BY THE SEA Producer Toshio Suzuki Animation Katsuya Kondo Backgrounds Noboru Yoshida Color design Michiyo Yasuda Imaging Atsushi Okui Music Joe Hisaishi Songs performed by FUJIOKA FUJIMAKI & Nozomi Ohashi Masako Hayashi Voices Tomoko Yamaguchi Kazushige Nagashima Yuki Amami George Tokoro Yuria Nara Rumi Hiiragi Hiroki Doi Akiko Yano Kazuko Yoshiyuki Tomoko Naraoka Written and Directed by Hayao Miyazaki Sosuke, come right back!","00:04:38,478","00:06:51,535",278.478,411.535,133.05700000000002
2,"00:06:51,811 --> 00:06:52,903",Okay.,"00:06:51,811","00:06:52,903",411.811,412.903,1.0920000000000414
3,"00:08:33,346 --> 00:08:34,745",A goldfish...,"00:08:33,346","00:08:34,745",513.346,514.745,1.399000000000001
4,"00:08:47,593 --> 00:08:48,890",It's stuck.,"00:08:47,593","00:08:48,890",527.593,528.89,1.2970000000000255
5,"00:09:06,279 --> 00:09:07,712",That was weird.,"00:09:06,279","00:09:07,712",546.279,547.712,1.4329999999999927
6,"00:09:18,090 --> 00:09:19,318",Ow!,"00:09:18,090","00:09:19,318",558.09,559.318,1.2279999999999518
7,"00:09:22,361 --> 00:09:23,885",Is it dead?,"00:09:22,361","00:09:23,885",562.361,563.885,1.524000000000001
8,"00:09:28,034 --> 00:09:30,002",It licked me... it's alive.,"00:09:28,034","00:09:30,002",568.034,570.002,1.967999999999961
9,"00:09:33,239 --> 00:09:35,173","Sosuke, we're leaving!","00:09:33,239","00:09:35,173",573.239,575.173,1.933999999999969
10,"00:09:35,908 --> 00:09:39,071","Lisa, I caught a goldfish!","00:09:35,908","00:09:39,071",575.908,579.071,3.163000000000011
11,"00:09:49,599 --> 00:09:51,763",This wind feels strange...,"00:09:49,599","00:09:51,763",589.599,591.763,2.1639999999999873
12,"00:09:51,783 --> 00:09:53,947","Sosuke, I'm starting the car!","00:09:51,783","00:09:53,947",591.783,593.947,2.1639999999999873
13,"00:10:03,069 --> 00:10:04,229",Did you find her?,"00:10:03,069","00:10:04,229",603.069,604.229,1.1600000000000819
14,"00:10:09,875 --> 00:10:12,935","What, captured by a human?","00:10:09,875","00:10:12,935",609.875,612.935,3.0599999999999454
15,"00:10:16,082 --> 00:10:18,642",This is bad... very bad.,"00:10:16,082","00:10:18,642",616.082,618.642,2.560000000000059
16,"00:10:44,910 --> 00:10:46,605",Are you dead?,"00:10:44,910","00:10:46,605",644.91,646.605,1.69500000000005
17,"00:10:54,720 --> 00:10:56,153",You're alive!,"00:10:54,720","00:10:56,153",654.72,656.153,1.4329999999999927
18,"00:11:05,408 --> 00:11:07,418",Sosuke!,"00:11:05,408","00:11:07,418",665.408,667.418,2.009999999999991
19,"00:11:07,438 --> 00:11:09,448",I'm going to be late!,"00:11:07,438","00:11:09,448",667.438,669.448,2.009999999999991
20,"00:11:09,879 --> 00:11:11,355",Lisa!,"00:11:09,879","00:11:11,355",669.879,671.355,1.475999999999999
21,"00:11:11,375 --> 00:11:12,851",I caught a goldfish.,"00:11:11,375","00:11:12,851",671.375,672.851,1.475999999999999
22,"00:11:13,005 --> 00:11:14,495",A goldfish?,"00:11:13,005","00:11:14,495",673.005,674.495,1.490000000000009
23,"00:11:14,774 --> 00:11:17,004",Down by the rocks.,"00:11:14,774","00:11:17,004",674.774,677.004,2.230000000000018
24,"00:11:42,868 --> 00:11:46,235","I'm sorry, but you can't use weed killer here.","00:11:42,868","00:11:46,235",702.868,706.235,3.366999999999962
25,"00:11:48,884 --> 00:11:50,798",Heavens no!,"00:11:48,884","00:11:50,798",708.884,710.798,1.9139999999999873
26,"00:11:50,818 --> 00:11:52,732",This is pure sea water.,"00:11:50,818","00:11:52,732",710.818,712.732,1.9139999999999873
27,"00:11:52,752 --> 00:11:54,666",It keeps me humidified.,"00:11:52,752","00:11:54,666",712.752,714.666,1.914000000000101
28,"00:11:54,814 --> 00:11:57,476",As long as it's not weed killer.,"00:11:54,814","00:11:57,476",714.814,717.476,2.6620000000000346
29,"00:11:57,983 --> 00:11:59,280",Good day!,"00:11:57,983","00:11:59,280",717.983,719.28,1.2970000000000255
30,"00:12:07,326 --> 00:12:09,351",This is very bad.,"00:12:07,326","00:12:09,351",727.326,729.351,2.0249999999999773
31,"00:12:12,098 --> 00:12:13,827",What a creepy guy.,"00:12:12,098","00:12:13,827",732.098,733.827,1.7290000000000418
32,"00:12:13,966 --> 00:12:17,163","But don't you say that about strangers, Sosuke.","00:12:13,966","00:12:17,163",733.966,737.163,3.1970000000000027
33,"00:12:17,303 --> 00:12:18,736",I won't.,"00:12:17,303","00:12:18,736",737.303,738.736,1.4329999999999927
34,"00:12:18,871 --> 00:12:21,396",Are you taking that to school?,"00:12:18,871","00:12:21,396",738.871,741.396,2.5249999999999773
35,"00:12:22,374 --> 00:12:23,864",Won't the teacher complain?,"00:12:22,374","00:12:23,864",742.374,743.864,1.490000000000009
36,"00:12:24,243 --> 00:12:27,906","Don't worry, I'll take care of you.","00:12:24,243","00:12:27,906",744.243,747.906,3.6629999999998972
37,"00:12:28,114 --> 00:12:29,581",She's cute!,"00:12:28,114","00:12:29,581",748.114,749.581,1.4669999999999845
38,"00:12:36,422 --> 00:12:38,253",They're using the dry dock.,"00:12:36,422","00:12:38,253",756.422,758.253,1.8310000000000173
39,"00:12:39,859 --> 00:12:42,384","Here, eat this before we get there.","00:12:39,859","00:12:42,384",759.859,762.384,2.5249999999999773
