id,times,textString,startTime,endTime,fromSeconds,toSeconds,timeLength
1,"00:00:11,890 --> 00:00:15,280","Raccoon, Raccoon, Come on out and play.","00:00:11,890","00:00:15,280",11.89,15.28,3.389999999999999
2,"00:00:15,730 --> 00:00:18,642","I can't right now, I'm eating.","00:00:15,730","00:00:18,642",15.73,18.642,2.911999999999999
3,"00:00:18,930 --> 00:00:20,568",What is it you're eating?,"00:00:18,930","00:00:20,568",18.93,20.568,1.6380000000000017
4,"00:00:20,970 --> 00:00:22,688",Pickled plums and radish.,"00:00:20,970","00:00:22,688",20.97,22.688,1.718
5,"00:00:22,850 --> 00:00:24,647",How about some for me?,"00:00:22,850","00:00:24,647",22.85,24.647,1.796999999999997
6,"00:00:24,820 --> 00:00:26,256",Hey.,"00:00:24,820","00:00:26,256",24.82,26.256,1.436
7,"00:00:26,276 --> 00:00:27,712",Don't be so greedy.,"00:00:26,276","00:00:27,712",26.276,27.712,1.436
8,"00:00:41,890 --> 00:00:44,609",We raccoons have always lived close by humans.,"00:00:41,890","00:00:44,609",41.89,44.609,2.719000000000001
9,"00:00:46,180 --> 00:00:47,537",Not to steal their food.,"00:00:46,180","00:00:47,537",46.18,47.537,1.3569999999999993
10,"00:00:47,557 --> 00:00:48,914",Not at all.,"00:00:47,557","00:00:48,914",47.557,48.914,1.3569999999999993
11,"00:00:49,050 --> 00:00:54,838","Where there are paddies and fields, there are frogs and grasshoppers, mice and moles.","00:00:49,050","00:00:54,838",49.05,54.838,5.788000000000004
12,"00:00:54,970 --> 00:00:57,325","There's fruit, like persimmons and mulberries.","00:00:54,970","00:00:57,325",54.97,57.325,2.355000000000004
13,"00:00:57,450 --> 00:01:00,999",There's much more food than in the woods.,"00:00:57,450","00:01:00,999",57.45,60.999,3.5489999999999995
14,"00:01:01,770 --> 00:01:06,082","Last spring, the old farmhouse was suddenly abandoned.","00:01:01,770","00:01:06,082",61.77,66.082,4.3119999999999905
15,"00:01:06,210 --> 00:01:10,601","It looked like no one was coming back, so we all moved in.","00:01:06,210","00:01:10,601",66.21,70.601,4.391000000000005
16,"00:01:20,930 --> 00:01:24,605",We spent a really wonderful year there.,"00:01:20,930","00:01:24,605",80.93,84.605,3.674999999999997
17,"00:01:24,970 --> 00:01:28,599",Living in a detached house with a garden was like a dream.,"00:01:24,970","00:01:28,599",84.97,88.599,3.629000000000005
