id,times,textString,startTime,endTime,fromSeconds,toSeconds,timeLength
1,"00:00:00,143 --> 00:00:07,253"," © anoXmous   @ https://thepiratebay.se/user/anoXmous  00:00:12,471 --> 00:00:16,017 3   Mr.","00:00:00,143","00:00:07,253",0.14300000000000002,7.253,7.11
2,"00:00:07,273 --> 00:00:14,383","Raccoon, Mr.","00:00:07,273","00:00:14,383",7.273,14.383,7.109999999999999
3,"00:00:14,403 --> 00:00:21,513","Raccoon, Come on out and play Some other time I'm having dinner now What are you eating?","00:00:14,403","00:00:21,513",14.403,21.513,7.110000000000001
4,"00:00:21,856 --> 00:00:25,693",Pickled plums and radish Can you give me some?,"00:00:21,856","00:00:25,693",21.856,25.693,3.8369999999999997
5,"00:00:25,818 --> 00:00:28,863",Don '2' be such a greedy bum Gel' your own!,"00:00:25,818","00:00:28,863",25.818,28.863,3.044999999999998
6,"00:00:29,030 --> 00:00:46,547",POM POKO We used to live near a farmhouse.,"00:00:29,030","00:00:46,547",29.03,46.547,17.516999999999996
7,"00:00:48,049 --> 00:00:50,926",But not to steal their food.,"00:00:48,049","00:00:50,926",48.049,50.926,2.8770000000000024
8,"00:00:51,052 --> 00:00:52,887",In the farms and fields...,"00:00:51,052","00:00:52,887",51.052,52.887,1.8350000000000009
9,"00:00:53,137 --> 00:00:57,058","there are always frogs, grasshoppers, mice, moles...","00:00:53,137","00:00:57,058",53.137,57.058,3.9209999999999994
10,"00:00:57,224 --> 00:00:59,268",persimmons and mulberries.,"00:00:57,224","00:00:59,268",57.224,59.268,2.044000000000004
11,"00:00:59,852 --> 00:01:03,022",Much more food than in the mountains.,"00:00:59,852","00:01:03,022",59.852,63.022,3.1700000000000017
12,"00:01:04,231 --> 00:01:08,736",Then suddenly last spring the humans went away.,"00:01:04,231","00:01:08,736",64.231,68.736,4.50500000000001
13,"00:01:08,944 --> 00:01:13,699","They didn't come back, so we decided to move in.","00:01:08,944","00:01:13,699",68.944,73.699,4.7549999999999955
14,"00:01:24,293 --> 00:01:28,380",That was such a wonderful year.,"00:01:24,293","00:01:28,380",84.293,88.38,4.086999999999989
15,"00:01:28,506 --> 00:01:32,301","A house with a garden, it was like a dream!","00:01:28,506","00:01:32,301",88.506,92.301,3.7950000000000017
16,"00:01:32,510 --> 00:01:33,803",But then...,"00:01:32,510","00:01:33,803",92.51,93.803,1.2929999999999922
17,"00:01:48,359 --> 00:01:51,987",We usually don't have strict rules about territory.,"00:01:48,359","00:01:51,987",108.359,111.987,3.628
18,"00:01:52,154 --> 00:01:54,073",But this was different.,"00:01:52,154","00:01:54,073",112.154,114.073,1.918999999999997
19,"00:01:54,198 --> 00:01:57,493","Wherever we went for food, we came up against others.","00:01:54,198","00:01:57,493",114.198,117.493,3.2950000000000017
20,"00:01:57,743 --> 00:02:00,913",There were fights and our territory was invaded.,"00:01:57,743","00:02:00,913",117.743,120.913,3.1700000000000017
21,"00:02:01,038 --> 00:02:02,123",And finally...,"00:02:01,038","00:02:02,123",121.038,122.123,1.085000000000008
22,"00:02:04,542 --> 00:02:06,836","Pom Poke Year 31, autumn.","00:02:04,542","00:02:06,836",124.542,126.836,2.293999999999997
23,"00:02:07,169 --> 00:02:10,589",In the clear-cut forest of Taka near Suzu...,"00:02:07,169","00:02:10,589",127.169,130.589,3.4200000000000017
24,"00:02:10,714 --> 00:02:14,802",the raccoons of the Tama Hills faced their final battle.,"00:02:10,714","00:02:14,802",130.714,134.802,4.087999999999994
25,"00:02:45,416 --> 00:02:48,836",Gonta the Brave led the Taka forces.,"00:02:45,416","00:02:48,836",165.416,168.836,3.420000000000016
26,"00:02:49,837 --> 00:02:53,716",Seizaemon the Elder led the raccoons from Suzu.,"00:02:49,837","00:02:53,716",169.837,173.716,3.879000000000019
27,"00:02:57,386 --> 00:03:03,475","It's a little-known fact, but when humans aren't around...","00:02:57,386","00:03:03,475",177.386,183.475,6.088999999999999
28,"00:03:03,601 --> 00:03:08,063","raccoons stand and walk on two legs, just like this.","00:03:03,601","00:03:08,063",183.601,188.063,4.461999999999989
29,"00:04:00,491 --> 00:04:04,870",The battle was fierce but it didn't last long.,"00:04:00,491","00:04:04,870",240.491,244.87,4.378999999999991
30,"00:04:05,798 --> 00:04:07,196","Fight, fight!","00:04:05,798","00:04:07,196",245.798,247.196,1.3979999999999961
31,"00:04:07,216 --> 00:04:08,614",Taka!,"00:04:07,216","00:04:08,614",247.216,248.614,1.3979999999999961
32,"00:04:08,634 --> 00:04:10,032","Fight, fight!","00:04:08,634","00:04:10,032",248.634,250.032,1.3980000000000246
33,"00:04:10,052 --> 00:04:11,450",Suzu!,"00:04:10,052","00:04:11,450",250.052,251.45,1.3979999999999961
34,"00:04:11,679 --> 00:04:12,688",Taka win!,"00:04:11,679","00:04:12,688",251.679,252.688,1.0089999999999861
35,"00:04:12,708 --> 00:04:13,717",Suzu win!,"00:04:12,708","00:04:13,717",252.708,253.717,1.0090000000000146
