id,times,textString,startTime,endTime,fromSeconds,toSeconds,timeLength
1,"00:00:16,151 --> 00:00:23,479",THE WIND RISES The wind is rising!,"00:00:16,151","00:00:23,479",16.151,23.479,7.327999999999999
2,"00:00:23,499 --> 00:00:30,827",We must try to live.,"00:00:23,499","00:00:30,827",23.499,30.827,7.328000000000003
3,"00:04:59,549 --> 00:05:00,732",Here it is.,"00:04:59,549","00:05:00,732",299.549,300.732,1.1830000000000496
4,"00:05:06,014 --> 00:05:07,948",May I borrow it?,"00:05:06,014","00:05:07,948",306.014,307.948,1.933999999999969
5,"00:05:08,192 --> 00:05:09,473",- It's in English.,"00:05:08,192","00:05:09,473",308.192,309.473,1.281000000000006
6,"00:05:09,493 --> 00:05:10,774",- I have a dictionary.,"00:05:09,493","00:05:10,774",309.493,310.774,1.281000000000006
7,"00:05:10,862 --> 00:05:11,709",- Very good.,"00:05:10,862","00:05:11,709",310.862,311.709,0.84699999999998
8,"00:05:11,729 --> 00:05:12,576",Give it a go.,"00:05:11,729","00:05:12,576",311.729,312.576,0.8470000000000368
9,"00:05:12,596 --> 00:05:13,443",- Thank you.,"00:05:12,596","00:05:13,443",312.596,313.443,0.84699999999998
10,"00:05:31,799 --> 00:05:32,955",- Knock it off.,"00:05:31,799","00:05:32,955",331.799,332.955,1.156000000000006
11,"00:05:32,975 --> 00:05:34,131",- Butt out!,"00:05:32,975","00:05:34,131",332.975,334.131,1.155999999999949
12,"00:05:34,333 --> 00:05:35,809",Better get going.,"00:05:34,333","00:05:35,809",334.333,335.809,1.475999999999999
13,"00:05:35,835 --> 00:05:37,644",Jiro...,"00:05:35,835","00:05:37,644",335.835,337.644,1.809000000000026
14,"00:05:38,463 --> 00:05:40,272","No more bullying, okay?","00:05:38,463","00:05:40,272",338.463,340.272,1.808999999999969
15,"00:05:57,648 --> 00:06:00,458",You look quite the hero.,"00:05:57,648","00:06:00,458",357.648,360.458,2.8100000000000023
16,"00:06:00,860 --> 00:06:02,836",I slipped and fell.,"00:06:00,860","00:06:02,836",360.86,362.836,1.975999999999999
17,"00:06:03,414 --> 00:06:04,862",- Fighting is never justified.,"00:06:03,414","00:06:04,862",363.414,364.862,1.448000000000036
18,"00:06:04,882 --> 00:06:06,330",- I know.,"00:06:04,882","00:06:06,330",364.882,366.33,1.447999999999979
19,"00:06:07,450 --> 00:06:09,593",Go have your snack.,"00:06:07,450","00:06:09,593",367.45,369.593,2.143000000000029
20,"00:06:10,203 --> 00:06:11,344",Thank you.,"00:06:10,203","00:06:11,344",370.203,371.344,1.1410000000000196
21,"00:06:13,498 --> 00:06:15,515","Big brother, you're back!","00:06:13,498","00:06:15,515",373.498,375.515,2.016999999999996
22,"00:06:17,011 --> 00:06:18,980",I was waiting for you.,"00:06:17,011","00:06:18,980",377.011,378.98,1.968999999999994
23,"00:06:19,000 --> 00:06:20,969",Let's pick bamboo grass.,"00:06:19,000","00:06:20,969",379,380.969,1.968999999999994
24,"00:06:22,423 --> 00:06:23,982",Big brother!,"00:06:22,423","00:06:23,982",382.423,383.982,1.559000000000026
25,"00:06:26,969 --> 00:06:29,529",I want to pick bamboo grass.,"00:06:26,969","00:06:29,529",386.969,389.529,2.5600000000000023
26,"00:06:34,310 --> 00:06:36,703",You promised to go with me.,"00:06:34,310","00:06:36,703",394.31,396.703,2.3929999999999723
27,"00:06:36,771 --> 00:06:38,079",I've got homework.,"00:06:36,771","00:06:38,079",396.771,398.079,1.3079999999999927
28,"00:06:44,487 --> 00:06:46,296",That's not homework.,"00:06:44,487","00:06:46,296",404.487,406.296,1.808999999999969
29,"00:06:46,364 --> 00:06:47,839",It's an English magazine.,"00:06:46,364","00:06:47,839",406.364,407.839,1.4750000000000227
30,"00:06:51,119 --> 00:06:52,844",What a stupid moustache.,"00:06:51,119","00:06:52,844",411.119,412.844,1.724999999999966
31,"00:06:53,204 --> 00:06:55,889",He's a famous Italian aircraft designer.,"00:06:53,204","00:06:55,889",413.204,415.889,2.6850000000000023
32,"00:06:56,092 --> 00:06:58,394",His name is Caproni.,"00:06:56,092","00:06:58,394",416.092,418.394,2.302000000000021
33,"00:06:58,414 --> 00:07:00,716",It says he's a count.,"00:06:58,414","00:07:00,716",418.414,420.716,2.302000000000021
34,"00:07:00,805 --> 00:07:02,398",- Your face is scratched.,"00:07:00,805","00:07:02,398",420.805,422.398,1.5930000000000177
35,"00:07:02,418 --> 00:07:04,011",- Leave it alone.,"00:07:02,418","00:07:04,011",422.418,424.011,1.5930000000000177
36,"00:07:04,340 --> 00:07:06,858",I better put some iodine on it.,"00:07:04,340","00:07:06,858",424.34,426.858,2.518000000000029
37,"00:07:06,884 --> 00:07:08,902",Would you be quiet?,"00:07:06,884","00:07:08,902",426.884,428.902,2.0179999999999723
38,"00:07:19,605 --> 00:07:22,082","Big brother, what are you doing?","00:07:19,605","00:07:22,082",439.605,442.082,2.4769999999999754
39,"00:07:22,191 --> 00:07:23,917",You're not allowed up here.,"00:07:22,191","00:07:23,917",442.191,443.917,1.725999999999999
40,"00:07:23,985 --> 00:07:25,585",You're not wearing glasses.,"00:07:23,985","00:07:25,585",443.985,445.585,1.599999999999966
