id,times,textString,startTime,endTime,fromSeconds,toSeconds,timeLength
1,"00:00:07,132 --> 00:00:35,285","Studio Ghibli, Nippon Television Network, Dentsu, Hakuhodo DYMP, Walt Disney Japan, Mitsubishi, Toho and KDDI presents In this world, there's an invisible magic circle.","00:00:07,132","00:00:35,285",7.132,35.285,28.153
2,"00:00:43,262 --> 00:00:44,347",So you did go out with him!,"00:00:43,262","00:00:44,347",43.262,44.347,1.0850000000000009
3,"00:00:44,367 --> 00:00:45,452",What?,"00:00:44,367","00:00:45,452",44.367,45.452,1.0850000000000009
4,"00:00:48,924 --> 00:00:51,426",There's inside and outside.,"00:00:48,924","00:00:51,426",48.924,51.426,2.5020000000000024
5,"00:00:52,928 --> 00:00:54,763",Capture the movement.,"00:00:52,928","00:00:54,763",52.928,54.763,1.8350000000000009
6,"00:00:54,940 --> 00:00:55,734",It's hard.,"00:00:54,940","00:00:55,734",54.94,55.734,0.794000000000004
7,"00:00:55,754 --> 00:00:56,548",Right?,"00:00:55,754","00:00:56,548",55.754,56.548,0.794000000000004
8,"00:00:56,733 --> 00:00:58,152",Let's see.,"00:00:56,733","00:00:58,152",56.733,58.152,1.419000000000004
9,"00:00:58,172 --> 00:00:59,591","Hey, no looking!","00:00:58,172","00:00:59,591",58.172,59.591,1.419000000000004
10,"00:00:59,851 --> 00:01:01,895",These people are inside.,"00:00:59,851","00:01:01,895",59.851,61.895,2.044000000000004
11,"00:01:05,649 --> 00:01:07,776",And I'm outside.,"00:01:05,649","00:01:07,776",65.649,67.776,2.1269999999999953
12,"00:01:09,278 --> 00:01:11,154",But it doesn't matter.,"00:01:09,278","00:01:11,154",69.278,71.154,1.8759999999999906
13,"00:01:12,739 --> 00:01:13,782",How's it coming?,"00:01:12,739","00:01:13,782",72.739,73.782,1.0429999999999922
14,"00:01:17,202 --> 00:01:20,831","Um, I...kind of still drawing.","00:01:17,202","00:01:20,831",77.202,80.831,3.629000000000005
15,"00:01:20,956 --> 00:01:23,125",Let me have a look.,"00:01:20,956","00:01:23,125",80.956,83.125,2.168999999999997
16,"00:01:35,147 --> 00:01:35,961","Oh, no.","00:01:35,147","00:01:35,961",95.147,95.961,0.813999999999993
17,"00:01:35,981 --> 00:01:36,795",Are you okay?,"00:01:35,981","00:01:36,795",95.981,96.795,0.8140000000000072
18,"00:01:37,097 --> 00:01:38,473","Hey, hey...","00:01:37,097","00:01:38,473",97.097,98.473,1.3760000000000048
19,"00:01:48,150 --> 00:01:49,318",I...,"00:01:48,150","00:01:49,318",108.15,109.318,1.1679999999999922
20,"00:01:52,487 --> 00:01:53,864",I'm not sure about myself.,"00:01:52,487","00:01:53,864",112.487,113.864,1.3770000000000095
21,"00:02:13,342 --> 00:02:14,676",Anna...,"00:02:13,342","00:02:14,676",133.342,134.676,1.3339999999999748
22,"00:02:15,844 --> 00:02:18,013",You're fine now.,"00:02:15,844","00:02:18,013",135.844,138.013,2.169000000000011
23,"00:02:18,190 --> 00:02:20,026","Oh, I'm so glad.","00:02:18,190","00:02:20,026",138.19,140.026,1.8360000000000127
24,"00:02:20,046 --> 00:02:21,882","Thank you, Doctor.","00:02:20,046","00:02:21,882",140.046,141.882,1.8360000000000127
25,"00:02:23,268 --> 00:02:26,146","Anna, do you feel all right now?","00:02:23,268","00:02:26,146",143.268,146.146,2.877999999999986
26,"00:02:26,438 --> 00:02:27,522",I'm fine.,"00:02:26,438","00:02:27,522",146.438,147.522,1.0840000000000032
27,"00:02:28,023 --> 00:02:30,817",You looked like you were in agony.,"00:02:28,023","00:02:30,817",148.023,150.817,2.794000000000011
28,"00:02:30,942 --> 00:02:32,861",Where was your inhaler?,"00:02:30,942","00:02:32,861",150.942,152.861,1.9189999999999827
29,"00:02:34,529 --> 00:02:36,698",I cost you money again.,"00:02:34,529","00:02:36,698",154.529,156.698,2.169000000000011
30,"00:02:37,115 --> 00:02:39,242",Why do you say that?,"00:02:37,115","00:02:39,242",157.115,159.242,2.126999999999981
31,"00:02:42,871 --> 00:02:44,206","Oh, Miyoko.","00:02:42,871","00:02:44,206",162.871,164.206,1.3349999999999795
32,"00:02:44,841 --> 00:02:46,719",I brought Anna's bag.,"00:02:44,841","00:02:46,719",164.841,166.719,1.877999999999986
33,"00:02:46,739 --> 00:02:48,617",Her notebook is inside.,"00:02:46,739","00:02:48,617",166.739,168.617,1.877999999999986
34,"00:02:49,044 --> 00:02:50,212","Why, thank you.","00:02:49,044","00:02:50,212",169.044,170.212,1.167999999999978
35,"00:02:50,389 --> 00:02:51,954",We were just nearby.,"00:02:50,389","00:02:51,954",170.389,171.954,1.5649999999999977
36,"00:02:51,974 --> 00:02:53,539",If there's anything else...,"00:02:51,974","00:02:53,539",171.974,173.539,1.5649999999999977
37,"00:02:54,424 --> 00:02:55,550",Wait...,"00:02:54,424","00:02:55,550",174.424,175.55,1.1260000000000048
38,"00:02:56,343 --> 00:02:59,346",Has Anna been getting along with you?,"00:02:56,343","00:02:59,346",176.343,179.346,3.0030000000000143
39,"00:02:59,554 --> 00:03:01,848",She tells me nothing about school.,"00:02:59,554","00:03:01,848",179.554,181.848,2.294000000000011
40,"00:03:02,557 --> 00:03:03,725",She's okay.,"00:03:02,557","00:03:03,725",182.557,183.725,1.1680000000000064
41,"00:03:03,892 --> 00:03:05,852",But she's very quiet.,"00:03:03,892","00:03:05,852",183.892,185.852,1.960000000000008
42,"00:03:06,738 --> 00:03:07,489",Quiet?,"00:03:06,738","00:03:07,489",186.738,187.489,0.7510000000000048
43,"00:03:07,509 --> 00:03:08,260",More like...,"00:03:07,509","00:03:08,260",187.509,188.26,0.7510000000000048
44,"00:03:08,397 --> 00:03:10,065","Hey, don't.","00:03:08,397","00:03:10,065",188.397,190.065,1.6680000000000064
45,"00:03:10,774 --> 00:03:12,859",We're just a bit loud.,"00:03:10,774","00:03:12,859",190.774,192.859,2.085000000000008
46,"00:03:15,070 --> 00:03:16,863","Well, take care.","00:03:15,070","00:03:16,863",195.07,196.863,1.7930000000000064
47,"00:03:17,572 --> 00:03:20,492","Ever the worrywart, your mother.","00:03:17,572","00:03:20,492",197.572,200.492,2.9199999999999875
48,"00:03:23,995 --> 00:03:25,414",Mother...?,"00:03:23,995","00:03:25,414",203.995,205.414,1.4189999999999827
49,"00:03:28,291 --> 00:03:31,712",She's probably a hermit at school.,"00:03:28,291","00:03:31,712",208.291,211.712,3.4209999999999923
50,"00:03:32,087 --> 00:03:36,007",It's true that stress can trigger asthma.,"00:03:32,087","00:03:36,007",212.087,216.007,3.920000000000016
51,"00:03:36,174 --> 00:03:39,302","Meanwhile, my husband's off on a business trip.","00:03:36,174","00:03:39,302",216.174,219.302,3.127999999999986
52,"00:03:40,762 --> 00:03:44,057","Maybe he and I are partly to blame, too.","00:03:40,762","00:03:44,057",220.762,224.057,3.2949999999999875
53,"00:03:45,016 --> 00:03:46,393",12 years old...,"00:03:45,016","00:03:46,393",225.016,226.393,1.3770000000000095
54,"00:03:46,643 --> 00:03:48,729",It's a difficult age.,"00:03:46,643","00:03:48,729",226.643,228.729,2.0860000000000127
55,"00:03:49,438 --> 00:03:52,482",Have you noticed anything about her?,"00:03:49,438","00:03:52,482",229.438,232.482,3.044000000000011
