id,times,textString,startTime,endTime,fromSeconds,toSeconds,timeLength
1,"00:00:16,616 --> 00:00:30,326","This is the sun, this is the moon, this mountain is really the earth, and this is grandma.","00:00:16,616","00:00:30,326",16.616,30.326,13.71
2,"00:00:51,216 --> 00:00:54,316",My how splendid...,"00:00:51,216","00:00:54,316",51.216,54.316,3.1000000000000014
3,"00:00:55,466 --> 00:00:56,511","Hello, Mrs.","00:00:55,466","00:00:56,511",55.466,56.511,1.0450000000000017
4,"00:00:56,531 --> 00:00:57,576",Yamada.,"00:00:56,531","00:00:57,576",56.531,57.576,1.0450000000000017
5,"00:00:57,956 --> 00:01:01,726",I've never seen such a magnificent...,"00:00:57,956","00:01:01,726",57.956,61.726,3.769999999999996
6,"00:01:01,826 --> 00:01:04,796","Yup, they're my little babies.","00:01:01,826","00:01:04,796",61.826,64.796,2.970000000000006
7,"00:01:04,896 --> 00:01:06,386",What species?,"00:01:04,896","00:01:06,386",64.896,66.386,1.4899999999999949
8,"00:01:06,506 --> 00:01:09,336","This is a Mino Chrysanthemum, this is...","00:01:06,506","00:01:09,336",66.506,69.336,2.8299999999999983
9,"00:01:09,436 --> 00:01:11,536","No, I mean the caterpillar.","00:01:09,436","00:01:11,536",69.436,71.536,2.0999999999999943
10,"00:01:15,716 --> 00:01:16,976",No idea.,"00:01:15,716","00:01:16,976",75.716,76.976,1.2600000000000051
11,"00:01:17,876 --> 00:01:21,676",Grow into a butterfly just as gaudy as that flower.,"00:01:17,876","00:01:21,676",77.876,81.676,3.799999999999997
12,"00:01:25,256 --> 00:01:27,156",Mother!,"00:01:25,256","00:01:27,156",85.256,87.156,1.9000000000000057
13,"00:01:28,186 --> 00:01:30,626",That's our grandma.,"00:01:28,186","00:01:30,626",88.186,90.626,2.4399999999999977
14,"00:01:40,606 --> 00:01:44,566","And my mother and me, Nonoko.","00:01:40,606","00:01:44,566",100.606,104.566,3.960000000000008
15,"00:01:45,646 --> 00:01:48,706",What am I going to make for dinner tonight...,"00:01:45,646","00:01:48,706",105.646,108.706,3.0600000000000023
16,"00:01:52,086 --> 00:01:53,901","I know, I'll go for it!","00:01:52,086","00:01:53,901",112.086,113.901,1.8149999999999977
17,"00:01:53,921 --> 00:01:55,736",Something really special!,"00:01:53,921","00:01:55,736",113.921,115.736,1.8149999999999977
18,"00:01:55,856 --> 00:01:57,146",What are we having?,"00:01:55,856","00:01:57,146",115.856,117.146,1.2900000000000063
19,"00:01:57,496 --> 00:01:58,741",We had curry last week.,"00:01:57,496","00:01:58,741",117.496,118.741,1.2450000000000045
