id,times,textString,startTime,endTime,fromSeconds,toSeconds,timeLength
1,"00:00:07,100 --> 00:00:13,084","Tokuma Shoten, Studio Ghibli, Nippon Television Network, Dentsu, Walt Disney Japan, Tohokushinsha Film and Mitsubishi present Good luck, Chihiro Hope we meet again Chihiro?","00:00:07,100","00:00:13,084",7.1,13.084,5.984
2,"00:00:13,104 --> 00:00:19,088",Chihiro!,"00:00:13,104","00:00:19,088",13.104,19.088,5.984000000000002
3,"00:00:19,102 --> 00:00:20,770",We're almost there.,"00:00:19,102","00:00:20,770",19.102,20.77,1.6679999999999993
4,"00:00:23,524 --> 00:00:25,608",This really is the middle of nowhere.,"00:00:23,524","00:00:25,608",23.524,25.608,2.0839999999999996
5,"00:00:25,609 --> 00:00:28,569",I'll have to shop in the next town.,"00:00:25,609","00:00:28,569",25.609,28.569,2.9599999999999973
6,"00:00:28,570 --> 00:00:30,818",We'll just have to make do.,"00:00:28,570","00:00:30,818",28.57,30.818,2.248000000000001
7,"00:00:33,033 --> 00:00:35,159","Look, there's the elementary school.","00:00:33,033","00:00:35,159",33.033,35.159,2.1259999999999977
8,"00:00:35,160 --> 00:00:37,158","That's your new school, Chihiro.","00:00:35,160","00:00:37,158",35.16,37.158,1.9980000000000047
9,"00:00:37,829 --> 00:00:40,282","Why, it looks very nice.","00:00:37,829","00:00:40,282",37.829,40.282,2.452999999999996
10,"00:00:47,798 --> 00:00:50,126",I liked my old school.,"00:00:47,798","00:00:50,126",47.798,50.126,2.327999999999996
11,"00:00:54,137 --> 00:00:57,181","Mom, my flowers got bent.","00:00:54,137","00:00:57,181",54.137,57.181,3.043999999999997
12,"00:00:57,224 --> 00:00:59,809","No wonder, the way you squeeze them.","00:00:57,224","00:00:59,809",57.224,59.809,2.585000000000001
13,"00:00:59,810 --> 00:01:02,980",A little water and they'll perk right up.,"00:00:59,810","00:01:02,980",59.81,62.98,3.1699999999999946
14,"00:01:03,814 --> 00:01:07,525","My first bouquet, and it's farewell flowers.","00:01:03,814","00:01:07,525",63.814,67.525,3.7110000000000056
15,"00:01:07,526 --> 00:01:11,112",What about the rose you got for your birthday?,"00:01:07,526","00:01:11,112",67.526,71.112,3.5859999999999985
16,"00:01:11,123 --> 00:01:12,688",One rose?,"00:01:11,123","00:01:12,688",71.123,72.688,1.5649999999999977
17,"00:01:12,708 --> 00:01:14,273",One rose isn't a bouquet.,"00:01:12,708","00:01:14,273",72.708,74.273,1.5649999999999977
18,"00:01:14,283 --> 00:01:16,033",You dropped the card.,"00:01:14,283","00:01:16,033",74.283,76.033,1.75
19,"00:01:16,044 --> 00:01:18,314",Now pull yourself together.,"00:01:16,044","00:01:18,314",76.044,78.314,2.269999999999996
20,"00:01:18,334 --> 00:01:20,604",This is a busy day for us.,"00:01:18,334","00:01:20,604",78.334,80.604,2.269999999999996
21,"00:01:39,651 --> 00:01:50,496",SPIRITED AWAY Wait a minute.,"00:01:39,651","00:01:50,496",99.651,110.496,10.844999999999999
22,"00:01:50,516 --> 00:02:01,361",Did I take a wrong turn?,"00:01:50,516","00:02:01,361",110.516,121.361,10.844999999999999
23,"00:02:01,622 --> 00:02:03,205",I don't get it.,"00:02:01,622","00:02:03,205",121.622,123.205,1.5829999999999984
24,"00:02:03,206 --> 00:02:05,534",That must be it up there.,"00:02:03,206","00:02:05,534",123.206,125.534,2.328000000000003
25,"00:02:06,168 --> 00:02:08,416",The blue one on the end.,"00:02:06,168","00:02:08,416",126.168,128.416,2.2479999999999905
26,"00:02:08,629 --> 00:02:10,172",That's it.,"00:02:08,629","00:02:10,172",128.629,130.172,1.5430000000000064
27,"00:02:10,547 --> 00:02:13,250",I guess I turned off too soon.,"00:02:10,547","00:02:13,250",130.547,133.25,2.703000000000003
28,"00:02:13,300 --> 00:02:15,343",Maybe if we go straight?,"00:02:13,300","00:02:15,343",133.3,135.343,2.042999999999978
29,"00:02:15,354 --> 00:02:16,647","Oh, please.","00:02:15,354","00:02:16,647",135.354,136.647,1.292999999999978
30,"00:02:16,667 --> 00:02:17,960",That's how we always get lost.,"00:02:16,667","00:02:17,960",136.667,137.96,1.2930000000000064
31,"00:02:17,971 --> 00:02:20,173",Let's just see what's up here.,"00:02:17,971","00:02:20,173",137.971,140.173,2.201999999999998
32,"00:02:20,400 --> 00:02:22,295",- What are those things?,"00:02:20,400","00:02:22,295",140.4,142.295,1.8949999999999818
