id,times,textString,startTime,endTime,fromSeconds,toSeconds,timeLength
1,"00:00:08,666 --> 00:00:30,530","Tokuma Shoten, Studio Ghibli, Nippon Television Network, Buena Vista Home Entertainment, Hakuhodo, Mitsubishi and Toho Present If you find yourself troubled by something mysterious...","00:00:08,666","00:00:30,530",8.666,30.53,21.864
2,"00:00:30,530 --> 00:00:32,780",or a problem that's hard to solve...,"00:00:30,530","00:00:32,780",30.53,32.78,2.25
3,"00:00:32,780 --> 00:00:34,700",there's a place you can go...,"00:00:32,780","00:00:34,700",32.78,34.7,1.9200000000000017
4,"00:00:34,700 --> 00:00:39,040",a place where...,"00:00:34,700","00:00:39,040",34.7,39.04,4.339999999999996
5,"00:00:57,600 --> 00:00:59,210",Oh no!,"00:00:57,600","00:00:59,210",57.6,59.21,1.6099999999999994
6,"00:01:00,230 --> 00:01:01,730","Haru, are you awake?","00:01:00,230","00:01:01,730",60.23,61.73,1.5
7,"00:01:01,730 --> 00:01:02,990",Just got up!,"00:01:01,730","00:01:02,990",61.73,62.99,1.2600000000000051
8,"00:01:12,620 --> 00:01:13,250",Good.,"00:01:12,620","00:01:13,250",72.62,73.25,0.6299999999999955
9,"00:01:16,540 --> 00:01:17,750",Morning.,"00:01:16,540","00:01:17,750",76.54,77.75,1.2099999999999937
10,"00:01:17,750 --> 00:01:19,250",Really...,"00:01:17,750","00:01:19,250",77.75,79.25,1.5
11,"00:01:19,250 --> 00:01:21,460",Why bother to set your alarm clock?,"00:01:19,250","00:01:21,460",79.25,81.46,2.2099999999999937
12,"00:01:21,880 --> 00:01:23,010",Bye.,"00:01:21,880","00:01:23,010",81.88,83.01,1.1300000000000097
13,"00:01:23,020 --> 00:01:24,080",Aren't you having breakfast?,"00:01:23,020","00:01:24,080",83.02,84.08,1.0600000000000023
14,"00:01:24,100 --> 00:01:25,160",It's so delicious.,"00:01:24,100","00:01:25,160",84.1,85.16,1.0600000000000023
15,"00:01:28,550 --> 00:01:30,220","Oh, so delicious.","00:01:28,550","00:01:30,220",88.55,90.22,1.6700000000000017
16,"00:01:31,510 --> 00:01:32,930",Not fair.,"00:01:31,510","00:01:32,930",91.51,92.93,1.4200000000000017
17,"00:01:32,930 --> 00:01:34,390",Bye.,"00:01:32,930","00:01:34,390",92.93,94.39,1.4599999999999937
18,"00:01:57,210 --> 00:01:58,580",My shoe!,"00:01:57,210","00:01:58,580",117.21,118.58,1.3700000000000045
19,"00:02:02,540 --> 00:02:03,500",Excuse me.,"00:02:02,540","00:02:03,500",122.54,123.5,0.9599999999999937
20,"00:02:03,500 --> 00:02:04,760",Oh no!,"00:02:03,500","00:02:04,760",123.5,124.76,1.2600000000000051
21,"00:02:10,220 --> 00:02:12,390",The Kingdom is now gone.,"00:02:10,220","00:02:12,390",130.22,132.39,2.1699999999999875
22,"00:02:12,390 --> 00:02:14,810",Yet the mountains and rivers remain.,"00:02:12,390","00:02:14,810",132.39,134.81,2.420000000000016
23,"00:02:14,810 --> 00:02:20,440",The castle draped in the dense greens of spring.,"00:02:14,810","00:02:20,440",134.81,140.44,5.6299999999999955
24,"00:02:20,900 --> 00:02:22,060",Yoshioka.,"00:02:20,900","00:02:22,060",140.9,142.06,1.1599999999999966
25,"00:02:22,070 --> 00:02:23,240",You don't have time to sneak in.,"00:02:22,070","00:02:23,240",142.07,143.24,1.170000000000016
26,"00:02:23,260 --> 00:02:24,430",Just get to your seat.,"00:02:23,260","00:02:24,430",143.26,144.43,1.170000000000016
27,"00:02:24,440 --> 00:02:25,440","Yes, sir.","00:02:24,440","00:02:25,440",144.44,145.44,1
28,"00:02:27,690 --> 00:02:29,320",Caught again.,"00:02:27,690","00:02:29,320",147.69,149.32,1.6299999999999955
29,"00:02:48,010 --> 00:03:05,270",The Cat Returns I hate this.,"00:02:48,010","00:03:05,270",168.01,185.27,17.26000000000002
30,"00:03:05,270 --> 00:03:08,530",Late again and embarrassed in front of the whole class.,"00:03:05,270","00:03:08,530",185.27,188.53,3.259999999999991
