id,times,textString,startTime,endTime,fromSeconds,toSeconds,timeLength
1,"00:00:08,040 --> 00:02:13,187","Tokuma Shoten, Nippon Television, Hakuhodo present Only Yesterday Executive Producers Yasuyoshi TOKUMA Yoshio SASAKI and Ritsuo ISOBE Based on ""Omoide Poroporo"" by Hotaru OKAMOTO and Yuko TONE Voices Miki IMAI Toshiro YANAGIBA Yoko HONNA Music by Masaru HOSHI Theme song performed by Harumi MIYAKO Advertise your product or brand here contact www.OpenSubtitles.org today Producer Toshio SUZUKI General Producer Hayao MIYAZAKI Screenplay written & directed by Isao TAKAHATA With ten days off, I figured you'd go abroad.","00:00:08,040","00:02:13,187",8.04,133.187,125.14700000000002
2,"00:02:13,287 --> 00:02:15,985","But you're off to Yamagata, right?","00:02:13,287","00:02:15,985",133.287,135.985,2.6980000000000075
3,"00:02:16,092 --> 00:02:17,081",Yes.,"00:02:16,092","00:02:17,081",136.092,137.081,0.9889999999999759
4,"00:02:17,194 --> 00:02:19,425",Broke up with your boyfriend?,"00:02:17,194","00:02:19,425",137.194,139.425,2.231000000000023
5,"00:02:20,767 --> 00:02:22,360",I just prefer the countryside.,"00:02:20,767","00:02:22,360",140.767,142.36,1.5930000000000177
6,"00:02:22,479 --> 00:02:23,074",- See ya!,"00:02:22,479","00:02:23,074",142.479,143.074,0.5949999999999989
7,"00:02:23,094 --> 00:02:23,689",- Bye!,"00:02:23,094","00:02:23,689",143.094,143.689,0.5949999999999989
8,"00:02:24,105 --> 00:02:25,164",Let's go play!,"00:02:24,105","00:02:25,164",144.105,145.164,1.0589999999999975
9,"00:02:25,274 --> 00:02:26,833",Bye now!,"00:02:25,274","00:02:26,833",145.274,146.833,1.5589999999999975
10,"00:02:26,943 --> 00:02:28,674",Later!,"00:02:26,943","00:02:28,674",146.943,148.674,1.7309999999999945
11,"00:02:29,715 --> 00:02:31,149",Did you get good grades?,"00:02:29,715","00:02:31,149",149.715,151.149,1.4339999999999975
12,"00:02:31,328 --> 00:02:32,822",No.,"00:02:31,328","00:02:32,822",151.328,152.822,1.4939999999999998
13,"00:02:32,842 --> 00:02:34,336",But I don't care.,"00:02:32,842","00:02:34,336",152.842,154.336,1.4939999999999998
14,"00:02:34,457 --> 00:02:35,287",How come?,"00:02:34,457","00:02:35,287",154.457,155.287,0.8300000000000125
15,"00:02:35,391 --> 00:02:38,557","As soon as I get home, we're traveling to Grandma's.","00:02:35,391","00:02:38,557",155.391,158.557,3.165999999999997
16,"00:02:38,664 --> 00:02:40,963",So I won't get yelled at for ages.,"00:02:38,664","00:02:40,963",158.664,160.963,2.2990000000000066
17,"00:02:41,079 --> 00:02:42,642",Lucky you!,"00:02:41,079","00:02:42,642",161.079,162.642,1.5629999999999882
18,"00:02:42,662 --> 00:02:44,225",Are you going away too?,"00:02:42,662","00:02:44,225",162.662,164.225,1.5629999999999882
19,"00:02:44,350 --> 00:02:45,782","Yeah, to Nagano.","00:02:44,350","00:02:45,782",164.35,165.782,1.4320000000000164
20,"00:02:45,802 --> 00:02:47,234","How about you, Taeko?","00:02:45,802","00:02:47,234",165.802,167.234,1.4320000000000164
21,"00:02:47,345 --> 00:02:48,244",I'm not sure.,"00:02:47,345","00:02:48,244",167.345,168.244,0.8990000000000009
22,"00:02:48,548 --> 00:02:50,984",My Dad bought a summer place.,"00:02:48,548","00:02:50,984",168.548,170.984,2.436000000000007
23,"00:02:51,186 --> 00:02:52,745",Wow... that's great!,"00:02:51,186","00:02:52,745",171.186,172.745,1.5589999999999975
24,"00:02:54,691 --> 00:02:57,628",Such a bad grade in math again.,"00:02:54,691","00:02:57,628",174.691,177.628,2.9369999999999834
25,"00:02:58,331 --> 00:03:01,234","But I got a ""B"" in science.","00:02:58,331","00:03:01,234",178.331,181.234,2.90300000000002
