id,times,textString,startTime,endTime,fromSeconds,toSeconds,timeLength
1,"00:05:18,051 --> 00:07:24,718","PONYO ON THE CLIFF Sosuke, come right back up, OK?","00:05:18,051","00:07:24,718",318.051,444.718,126.66700000000003
2,"00:07:24,803 --> 00:07:25,803",OK!,"00:07:24,803","00:07:25,803",444.803,445.803,1
3,"00:09:06,488 --> 00:09:07,488",It's a goldfish!,"00:09:06,488","00:09:07,488",546.488,547.488,1
4,"00:09:20,794 --> 00:09:22,086",I can't get it out.,"00:09:20,794","00:09:22,086",560.794,562.086,1.29200000000003
5,"00:09:39,521 --> 00:09:40,646",That was weird.,"00:09:39,521","00:09:40,646",579.521,580.646,1.125
6,"00:09:55,328 --> 00:09:56,954",It looks kind of dead.,"00:09:55,328","00:09:56,954",595.328,596.954,1.6259999999999764
7,"00:10:01,386 --> 00:10:02,346",It licked me!,"00:10:01,386","00:10:02,346",601.386,602.346,0.9600000000000364
8,"00:10:02,366 --> 00:10:03,326",It's alive!,"00:10:02,366","00:10:03,326",602.366,603.326,0.9600000000000364
9,"00:10:06,214 --> 00:10:08,215","Sosuke, we have to go!","00:10:06,214","00:10:08,215",606.214,608.215,2.0009999999999764
10,"00:10:09,060 --> 00:10:10,478","- Lisa, a goldfish!","00:10:09,060","00:10:10,478",609.06,610.478,1.4180000000000064
11,"00:10:10,498 --> 00:10:11,916",- Sosuke!,"00:10:10,498","00:10:11,916",610.498,611.916,1.4180000000000064
12,"00:10:22,689 --> 00:10:24,231",This wind is crazy.,"00:10:22,689","00:10:24,231",622.689,624.231,1.54200000000003
13,"00:10:24,357 --> 00:10:26,859","Sosuke, I'm starting the car now!","00:10:24,357","00:10:26,859",624.357,626.859,2.5020000000000664
14,"00:10:35,827 --> 00:10:37,286",Have you found her?,"00:10:35,827","00:10:37,286",635.827,637.286,1.4589999999999463
15,"00:10:42,802 --> 00:10:44,367",What?,"00:10:42,802","00:10:44,367",642.802,644.367,1.5649999999999409
16,"00:10:44,387 --> 00:10:45,952",She was captured by a human?,"00:10:44,387","00:10:45,952",644.387,645.952,1.5650000000000546
17,"00:10:48,892 --> 00:10:50,122",This is bad.,"00:10:48,892","00:10:50,122",648.892,650.122,1.2299999999999045
18,"00:10:50,142 --> 00:10:51,372",This is very bad.,"00:10:50,142","00:10:51,372",650.142,651.372,1.2299999999999045
19,"00:11:17,744 --> 00:11:19,411",Is it already dead?,"00:11:17,744","00:11:19,411",677.744,679.411,1.6669999999999163
20,"00:11:27,462 --> 00:11:28,587",It's alive!,"00:11:27,462","00:11:28,587",687.462,688.587,1.125
21,"00:11:38,264 --> 00:11:39,890",Sosuke.,"00:11:38,264","00:11:39,890",698.264,699.89,1.6259999999999764
22,"00:11:40,402 --> 00:11:43,196",- We're gonna be late!,"00:11:40,402","00:11:43,196",700.402,703.196,2.7939999999999827
23,"00:11:43,216 --> 00:11:46,010","- Lisa, the goldfish is alive!","00:11:43,216","00:11:46,010",703.216,706.01,2.7939999999999827
24,"00:11:46,116 --> 00:11:47,826",- A goldfish?,"00:11:46,116","00:11:47,826",706.116,707.826,1.7100000000000364
25,"00:11:47,846 --> 00:11:49,556",- It was right down by the rocks.,"00:11:47,846","00:11:49,556",707.846,709.556,1.7100000000000364
26,"00:11:49,651 --> 00:11:50,692",Yeah?,"00:11:49,651","00:11:50,692",709.651,710.692,1.0410000000000537
27,"00:12:15,635 --> 00:12:19,179","I don't know who you are, but please don't spray pesticide around here!","00:12:15,635","00:12:19,179",735.635,739.179,3.5439999999999827
